in:fs_0,in:np_0,in:fA_0,in:fB_0,in:fs_1,in:np_1,in:fA_1,in:fB_1,in:fs_2,in:np_2,in:fA_2,in:fB_2,in:fs_3,in:np_3,in:fA_3,in:fB_3,in:fs_4,in:np_4,in:fA_4,in:fB_4,in:fs_5,in:np_5,in:fA_5,in:fB_5,in:fs_6,in:np_6,in:fA_6,in:fB_6,in:fs_7,in:np_7,in:fA_7,in:fB_7,in:fs_8,in:np_8,in:fA_8,in:fB_8,in:fs_9,in:np_9,in:fA_9,in:fB_9,in:fs_10,in:np_10,in:fA_10,in:fB_10,in:fs_11,in:np_11,in:fA_11,in:fB_11,in:fs_12,in:np_12,in:fA_12,in:fB_12,out:StaticAction,out:IntersectBars,out:InterimForces,out:minLength,out:maxLength,out:minForce,out:maxForce,out:ID,img
0.23,0.99,-0.08,0,0.99,0,0,0,0.93,0,0,0,0.72,0,0,0,0.91,0,0,0,0.6,0.04,-0.54,0.31,0.17,0.93,-0.69,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,688.3,2,0,2.67,12,0.4,13.76,147,Frame_00147.png
0.19,0.67,0.63,0,0.72,0,0,0,0.24,0,0,0,0.15,0,0,0,0.95,0.86,0.41,0,0.02,0.42,-0.35,0,0.65,0.55,-0.68,0,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,690.9,2,0,2.61,11.69,1.75,12.96,148,Frame_00148.png
0.47,0.75,-0.28,0,0.23,0,0,0,0.23,0.94,-0.92,0,0.03,0,0,0,0.05,0,0,0,0.28,0.48,0.99,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,711.8,2,0,3,11.98,1.4,9.97,149,Frame_00149.png
0.42,0.22,-0.29,0,0.4,0,0,0,0.46,0,0,0,0.79,0.89,-0.52,0,0.31,0.54,-0.22,0,0.66,0,0,0,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,719.4,2,0,2.13,11.71,1.1,15.29,150,Frame_00150.png
0.57,0.46,-0.01,0,0.29,0.83,0.94,0,0.17,0.25,-0.36,0,0.03,0,0,0,0.37,0,0,0,0.64,0.39,-0.68,0,0.15,0,0,0,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,719.8,2,0,2.45,11.88,0.05,13.01,151,Frame_00151.png
0.96,0,0,0,0.56,0.46,-0.91,0,0.84,0.09,-0.16,0,0.34,0,0,0,0.49,0,0,0,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,727.2,2,0,3,11.9,0.8,10.31,152,Frame_00152.png
0.18,0.55,-0.83,0,0.71,0,0,0,0.81,0,0,0,0.25,0.7,-0.08,0,0.3,0.25,-0.32,0,0.15,0,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,727.4,2,0,2.63,11.99,0.4,14.33,153,Frame_00153.png
0.39,0.93,0.04,0,0.63,0,0,0,0.29,0,0,0,0.97,0.37,-0.65,0,0.27,0,0,0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,732.1,2,0,3,11.85,0.2,15.57,154,Frame_00154.png
0.97,0,0,0,0.58,0.77,-0.41,0,0.45,0,0,0,0.99,0,0,0,0.14,0.31,-0.92,0,0.4,0.85,0.65,0,0.03,0.43,0.21,0,0.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,735,2,0,2.05,11.87,1.05,9.65,155,Frame_00155.png
0.38,0.47,-0.27,0,0.11,0,0,0,0.38,0.99,-0.67,0,0.93,0,0,0,0.06,0,0,0,0.42,0.68,-0.52,0,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,744.2,2,0,2.06,11.57,1.35,14.17,156,Frame_00156.png
0.44,0.41,-0.22,0,0.65,0,0,0,0.12,0,0,0,0.29,0.19,-0.76,0,0.18,0.96,-0.95,0,0.66,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750.2,2,0,2.97,11.97,1.1,18.06,157,Frame_00157.png
0.09,0.02,0.05,0,0.01,0.26,0.4,0,0.22,0,0,0,0.81,0,0,0,0.03,0,0,0,0.57,0.45,-0.6,0,0.01,0.98,0.49,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,755.8,2,0,2.13,11.97,0.25,12.57,158,Frame_00158.png
0.16,0.51,-0.58,0,0.94,0,0,0,0.61,0.17,-0.88,0,0.53,0,0,0,0.17,0.85,0.41,0,0.63,0,0,0,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,770,2,0,2.38,11.94,2.05,15.06,159,Frame_00159.png
0.1,0.87,-0.09,0,0.12,0.03,0.22,0,0.34,0,0,0,0.73,0.28,-0.7,0,0.75,0.55,-0.55,0,0.89,0.9,0.91,0,0.86,0,0,0,0.11,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,776,2,0,2.27,11.79,0.45,12.96,160,Frame_00160.png
0.52,0.34,-0.9,0,0.96,0,0,0,0.56,0,0,0,0.13,0,0,0,0.8,0.44,0.91,0,0.06,0.54,-0.96,0,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,777.2,2,0,3.26,11.93,4.5,10,161,Frame_00161.png
0.13,0.32,-0.42,0,0.69,0,0,0,0.86,0,0,0,0.31,0.37,-0.43,0,0.2,0.15,-0.85,0,0.24,0,0,0,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,783.8,2,0,3,11.92,2.1,16.98,162,Frame_00162.png
0.95,0,0,0,0.04,0.6,0.36,0,0.19,0.47,0.3,0,0.44,0,0,0,0.43,0.61,-0.76,0,0.05,0,0,0,0.87,0,0,0,0.52,0.23,-0.55,-0.58,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,788.9,2,0,3,11.26,1.5,10.15,163,Frame_00163.png
0.67,0.08,-0.28,0,0.81,0.14,-0.68,0,0.4,0,0,0,0.45,0.49,0.02,0,0.76,0,0,0,0.71,0.98,-0.14,0,0.94,0,0,0,0.88,0,0,0,0.83,0.58,-0.76,-0.71,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,791.1,2,0,2.24,11.97,0.1,14.24,164,Frame_00164.png
0.51,0.35,-0.78,0,0.97,0,0,0,0.58,0,0,0,0.14,0,0,0,0.13,0,0,0,0.8,0.08,-0.43,-0.56,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800.4,2,0,3,12,1.6,12.36,165,Frame_00165.png
0.19,0.76,-0.37,0,0.63,0,0,0,0.84,0,0,0,0.02,0.3,0.75,0,0.11,0,0,0,0.94,0.14,0.15,0,0.96,0.45,-0.63,0,0.96,0.36,-0.42,0,0.21,0.18,0.7,0,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,818.7,2,0,2.01,11.69,0.75,15.04,166,Frame_00166.png
0.69,0.27,-0.88,-0.54,0.69,0,0,0,0.67,0,0,0,0.98,0,0,0,0.6,0,0,0,0.83,0.72,-0.37,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,820.3,2,0,2.06,12,1.85,14.54,167,Frame_00167.png
0.97,0,0,0,0.1,0.57,0.89,0,0.49,0,0,0,0.14,0.27,-0.74,0,0.6,0,0,0,0.99,0.38,0.84,0,0.11,0.68,0.84,0,0.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,825.2,2,0,2.95,11.9,3.7,12.96,168,Frame_00168.png
0.97,0,0,0,0.54,0.79,0,0,0.5,0.17,0.75,0,0.04,0.05,0.83,0,0.6,0.78,-0.19,0,0.85,0,0,0,0.82,0,0,0,0.01,0.66,-0.47,0,0.48,0.76,0.99,0,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,831.6,2,0,2.56,11.82,0.95,13.91,169,Frame_00169.png
0.45,0.52,-0.61,0,0.45,0,0,0,0.21,0,0,0,0.05,0,0,0,0.69,0.18,-0.47,0,0.99,0,0,0,0.01,0.55,-0.54,-0.29,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,855.3,2,0,2.91,11.94,1.45,18.29,170,Frame_00170.png
0.42,0.87,0,0,0.07,0,0,0,0.4,0,0,0,0.24,0.57,-0.53,0,0.76,0.65,0.15,0,0.28,0.44,-0.37,0.44,0.17,0,0,0,0.25,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,862.2,2,0,2.89,10.98,0.75,14.07,171,Frame_00171.png
0.17,0.28,-0.16,0,0.21,0.91,0.46,0,0.87,0,0,0,0.9,0.52,0.99,-0.82,0.62,0,0,0,0.48,0,0,0,0.63,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,909.9,2,0,3.31,11.56,0.8,16.72,172,Frame_00172.png
0.61,0.2,-0.99,0,0.23,0.3,0.43,0,0.27,0.07,-0.87,0,0.99,0,0,0,0.57,0.22,0.23,0.8,0.02,0.79,-0.4,0,0.1,0,0,0,0.13,0,0,0,0.56,0,0,0,0.06,0.62,0.38,0,0.56,0,0,0,0,0,0,0,0,0,0,0,910.5,2,0,2.7,11.85,1.15,13.4,173,Frame_00173.png
0.47,0.59,-0.26,0,0.17,0,0,0,0.17,0.39,0.65,0,0.17,0.72,-0.42,0,0.25,0,0,0,0.63,0.73,-0.52,0,0.76,0,0,0,0.62,0.63,0.84,0,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,917.2,2,0,2.57,11.55,1.3,16.74,174,Frame_00174.png
0.35,0.38,-0.4,0,0.08,0.3,-0.3,0,0.33,0,0,0,0.67,0.52,-0.96,0,0.57,0.25,-0.89,0,0.01,0.64,-0.77,0,0.42,0,0,0,0.65,0,0,0,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,941,2,0,3,10.77,1.5,18.37,175,Frame_00175.png
0.44,0.71,-0.61,0,0.29,0.3,-0.65,0,0.56,0.75,-0.34,-0.49,0.78,0,0,0,0.77,0,0,0,0.48,0,0,0,0.64,0,0,0,0.28,0.28,0.59,0,0.94,0.03,-0.94,0,0.24,0.28,-0.38,0,0.28,0,0,0,0,0,0,0,0,0,0,0,945.2,2,0,2.08,11.61,1.04,13.94,176,Frame_00176.png
0.1,0.11,0.2,0,0.47,0.98,-0.67,0,0.08,0.61,-0.77,0,0.2,0,0,0,0.61,0,0,0,0.7,0.99,-0.86,0,0.35,0,0,0,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1088.4,2,0,3.15,11.98,1,17.22,177,Frame_00177.png
0.01,0.62,-0.99,0,0.99,0,0,0,0.79,0,0,0,0.11,0.19,-0.64,0,0.92,0,0,0,0.35,0.87,0.83,0,0.77,0,0,0,0.08,0.57,-0.37,-0.46,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1111.8,2,0,2.88,11.64,1.85,21.15,178,Frame_00178.png
0.12,0.58,0.32,0,0.64,0,0,0,0.76,0,0,0,0.52,0,0,0,0.76,0,0,0,0.64,0.66,0.24,0.34,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,581.9,3,0,3,11.69,1.2,12.96,179,Frame_00179.png
0.14,0.09,-0.09,0,0.21,0.99,0.34,0,0.28,0,0,0,0.5,0,0,0,0.33,0,0,0,0.71,0.51,-0.14,0,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,607.8,3,0,2.5,11.92,0.45,10.16,180,Frame_00180.png
0.57,0.54,-0.3,0,0.19,0,0,0,0.45,0,0,0,0.68,0,0,0,0.79,0.49,-0.36,0,0.9,0.11,0.95,0,0.45,0.92,0.44,0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,656.3,3,0,3,11.61,1.5,9.65,181,Frame_00181.png
0.22,0.51,0.84,0,0.65,0,0,0,0.61,0,0,0,0.75,0.71,0,0,0.32,0.4,-0.34,0,0.93,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,662,3,0,3,11.69,1.47,13.07,182,Frame_00182.png
0.23,0.03,-0.39,0,0.33,0.9,0.06,0,0.08,0.79,0.01,0,0.08,0,0,0,0.18,0,0,0,0.8,0,0,0,0.5,0,0,0,0.47,0.61,0.56,0.8,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,662.5,3,0,3,11.95,0.05,12.96,183,Frame_00183.png
0.55,0.95,0.05,0,0.57,0.09,-0.36,0,0.3,0,0,0,0.97,0,0,0,0.42,0.69,-0.33,0,0.7,0.18,0.97,0,0,0,0,0,0.77,0.72,-0.27,0,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,663.1,3,0,2.43,11.87,0.25,12.73,184,Frame_00184.png
0.48,0.55,0.11,0,0.65,0,0,0,0.83,0,0,0,0.09,0.46,0.54,0,0.22,0,0,0,0.08,0.86,0.16,0,0.69,0.49,-0.6,0,0.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,672.6,3,0,2.93,10.99,0.55,12.47,185,Frame_00185.png
0.6,0.78,-0.23,0,0.35,0,0,0,0.17,0.93,-0.39,0,0.91,0,0,0,0.99,0,0,0,0.86,0.58,0.52,0.84,0.98,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,676.3,3,0,2.77,11.65,1.15,8.56,186,Frame_00186.png
0.61,0.38,0.14,0,0.62,0,0,0,0.49,0.19,0.59,0,0.86,0.47,0.04,0,0.2,0.46,-0.52,0,0.73,0,0,0,0.12,0.11,-0.54,0,0.74,0,0,0,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,702.5,3,0,2.33,11.97,0.2,10.68,187,Frame_00187.png
0.95,0,0,0,0.51,0.62,-0.99,0,0.84,0.32,0.03,0,0.91,0.83,0.03,0,0.1,0.04,0,0,0.89,0,0,0,0.46,0,0,0,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,711,3,0,2.08,11.55,0.15,9.81,188,Frame_00188.png
0.99,0,0,0,0.96,0,0,0,0.18,0.03,0.4,0,0.45,0.74,-0.73,0,0.72,0.35,0.83,0,0.39,0,0,0,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,718.2,3,0,2.44,11.99,1.32,12.96,189,Frame_00189.png
0,0.18,-0.71,0,0.7,0,0,0,0.64,0,0,0,0.05,0.54,0.24,0,0.91,0.73,-0.51,0,0.42,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,720,3,0,2.99,11.69,1.2,16.62,190,Frame_00190.png
0.96,0,0,0,0.6,0.79,-0.09,0,0.49,0,0,0,0.95,0,0,0,0.8,0.45,0.19,0,0.89,0.2,-0.31,0,0.06,0.16,-0.82,0,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,722.1,3,0,3,11.83,0.45,14.17,191,Frame_00191.png
0.98,0,0,0,0.55,0.29,-0.66,0,0.09,0.11,-0.58,0,0.47,0,0,0,0.85,0,0,0,0.73,0.22,0.77,0,0.12,0.47,0.55,0.24,0.95,0,0,0,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,722.2,3,0,2.28,11.99,1.2,10.5,192,Frame_00192.png
0.97,0,0,0,0.14,0.19,0.38,0,0.4,0,0,0,0.91,0.42,-0.44,0,0.42,0,0,0,0.79,0.55,0.22,0,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,725.4,3,0,2.79,11.7,1.1,14.29,193,Frame_00193.png
0.95,0,0,0,0.49,0.12,-0.8,0,0.95,0,0,0,0.75,0,0,0,0.79,0.3,0.9,0,0.46,0.6,-0.08,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,732.9,3,0,2.56,11.05,0.4,10,194,Frame_00194.png
0.64,0.93,0.03,0,0.66,0,0,0,0.17,0.79,-0.25,0,0.16,0.66,-0.54,0,0.23,0.69,0.49,0.02,0.19,0,0,0,0.52,0,0,0,0.01,0,0,0,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,736.1,3,0,2.35,12,0.1,12.08,195,Frame_00195.png
0.99,0,0,0,0.73,0.44,-0.18,0,0.47,0,0,0,0.57,0.78,0.26,0,0.98,0.84,-0.73,0,0.76,0,0,0,0.07,0.61,0.42,0,0.46,0.03,-0.53,0,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,737.3,3,0,2.89,11.81,0.9,10.46,196,Frame_00196.png
0.85,0.34,-0.93,0,0.1,0.62,0.49,0,0.55,0,0,0,0.7,0,0,0,0.58,0,0,0,0.49,0.17,0.05,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,748.2,3,0,3.58,11.43,0.25,12.96,197,Frame_00197.png
0.59,0.65,-0.83,0,0.2,0.68,-0.42,0,0.84,0,0,0,0.47,0,0,0,0.32,0,0,0,0.17,0.36,0.49,0,0.91,0.7,0.79,0,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,758.7,3,0,2.11,11.87,2.1,12.06,198,Frame_00198.png
0.18,0.7,0.33,0,0.66,0,0,0,0.77,0,0,0,0.38,0.93,-0.49,0,0.03,0,0,0,0.27,0.86,0.72,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,758.8,3,0,3,11.69,1.65,12.96,199,Frame_00199.png
0.54,0.68,0.53,0,0.66,0,0,0,0.41,0.41,0.62,0,0.41,0,0,0,0.89,0,0,0,0.98,0.15,0.47,0,0.39,0.65,0.97,0,0.68,0.55,0.23,0,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,760.5,3,0,3,11.99,1.15,10.58,200,Frame_00200.png
0.41,0.37,-0.86,0,0.73,0.91,-0.32,0,0.94,0,0,0,0.78,0,0,0,0.42,0,0,0,0.09,0,0,0,0.07,0.76,-0.05,0.26,0.5,0.46,0.45,0,0.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,760.6,3,0,3.09,11.92,0.25,11.42,201,Frame_00201.png
0.65,0.07,-0.63,0,0.81,0.97,-0.61,0,0.08,0.57,0.39,0,0.07,0.17,0.09,0,0.05,0,0,0,0.02,0,0,0,0.69,0,0,0,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,768.7,3,0,2.16,11.97,0.45,14.28,202,Frame_00202.png
0.51,0.47,-0.12,0,0.66,0,0,0,0.5,0.27,-0.25,0,0.04,0,0,0,0.07,0.13,-0.87,0,0.3,0.39,0.14,0,0.96,0.82,-0.5,0,0.85,0,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,777.3,3,0,3,11.86,0.6,15.26,203,Frame_00203.png
0.48,0.59,-0.49,0,0.03,0.12,-0.84,0,0.12,0.02,-0.41,0,0.23,0,0,0,0.25,0.82,0.33,0,0.88,0,0,0,0.34,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,780.6,3,0,2.04,11.69,1.65,15.08,204,Frame_00204.png
0.04,0.05,-0.32,0,0.14,0.2,-0.72,0,0.05,0.97,-0.37,0,0.29,0,0,0,1,0,0,0,0.68,0,0,0,0.04,0.93,0.78,0,0.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,782.4,3,0,2.45,11.92,1.6,12.87,205,Frame_00205.png
1,0,0,0,0.24,0.91,0.89,0,0.13,0.82,0.46,0,0.33,0,0,0,0.01,0.77,-0.49,0,0.63,0,0,0,0.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,784.5,3,0,3,11.85,2.13,12.04,206,Frame_00206.png
0.95,0,0,0,0.35,0.55,-0.34,0,0.86,0.51,-0.51,0,0.81,0,0,0,0.03,0.82,-0.36,0,0.54,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,785,3,0,2.85,11.27,1.7,13.75,207,Frame_00207.png
0.39,0.94,-0.05,0,0.51,0.5,-0.82,0,0.35,0,0,0,0.11,0,0,0,0.86,0.33,0.5,0,0.97,0,0,0,0.22,0.68,0.85,0,0.14,0.35,0.78,0,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,792.5,3,0,2.91,11.85,0.25,11.37,208,Frame_00208.png
0.56,0.05,-0.79,0,0.19,0.48,-0.8,0,0.85,0,0,0,0.99,0,0,0,0.06,0.55,0.3,0,0.94,0,0,0,0.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,795.1,3,0,2.23,10.99,1.5,13.95,209,Frame_00209.png
0.76,0.28,-0.27,0.16,0.98,0,0,0,0.9,0,0,0,0.83,0,0,0,0.53,0.81,0.52,0,0.23,0.83,0.72,0,0.77,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800.2,3,0,3.07,12,0.8,14.2,210,Frame_00210.png
0.29,0.08,-0.91,0,0.11,0.2,0.39,0,0.95,0,0,0,0.99,0,0,0,0.02,0.49,-0.98,0,0.97,0,0,0,0.96,0.49,0.58,0,0.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,801.2,3,0,2.26,11.48,1.95,12.98,211,Frame_00211.png
0.18,0.57,-0.83,0,1,0,0,0,0.22,0.69,-0.01,0,0.71,0.18,-0.23,0,0.58,0,0,0,0.79,0,0,0,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,804.5,3,0,3.04,11.75,0.05,14.08,212,Frame_00212.png
0.62,0.1,-0.55,0,0.63,0,0,0,0.69,0,0,0,0.71,0,0,0,0.39,0,0,0,0.78,0.89,-0.03,-0.9,0.47,0.57,-0.74,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,804.7,3,0,2.46,12,0.15,14,213,Frame_00213.png
0.11,0.33,0.17,0,0.28,0.51,0.29,0,0.35,0,0,0,0.47,0,0,0,0.54,0.56,-0.11,0,0.25,0,0,0,0.27,0.78,-0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,823.7,3,0,2.28,11.94,0.55,13.49,214,Frame_00214.png
0.13,0.17,0.45,0,0.5,0.95,-0.76,0,0.39,0,0,0,0.93,0,0,0,0.14,0,0,0,0.77,0.43,0.14,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,833.8,3,0,3,11.73,0.7,15.42,215,Frame_00215.png
0.54,0.92,-0.4,0,0.65,0,0,0,0.13,0,0,0,0.42,0.3,-0.17,0,0.95,0.26,-0.67,0,0.94,0,0,0,0.78,0.92,-0.79,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,834.5,3,0,3,11.8,0.85,18.8,216,Frame_00216.png
