in:fs_0,in:np_0,in:fA_0,in:fB_0,in:fs_1,in:np_1,in:fA_1,in:fB_1,in:fs_2,in:np_2,in:fA_2,in:fB_2,in:fs_3,in:np_3,in:fA_3,in:fB_3,in:fs_4,in:np_4,in:fA_4,in:fB_4,in:fs_5,in:np_5,in:fA_5,in:fB_5,in:fs_6,in:np_6,in:fA_6,in:fB_6,in:fs_7,in:np_7,in:fA_7,in:fB_7,in:fs_8,in:np_8,in:fA_8,in:fB_8,in:fs_9,in:np_9,in:fA_9,in:fB_9,in:fs_10,in:np_10,in:fA_10,in:fB_10,in:fs_11,in:np_11,in:fA_11,in:fB_11,in:fs_12,in:np_12,in:fA_12,in:fB_12,out:StaticAction,out:IntersectBars,out:InterimForces,out:minLength,out:maxLength,out:minForce,out:maxForce,out:ID,img
0.97,0,0,0,0.92,0.06,-0.29,-1,0.8,0,0,0,0.89,0.24,-0.83,0,0.01,0.4,0.17,0,0.4,0,0,0,0.08,0,0,0,0.31,0.95,-0.9,0,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,838.9,3,0,3,12,0.85,14.35,217,Frame_00217.png
0.97,0,0,0,0.65,0.31,0.11,0,0.18,0.79,-0.45,0,0.2,0.15,0.47,-0.61,0.04,0,0,0,0.51,0.71,-0.71,0,0.83,0,0,0,0.57,0,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,848.1,3,0,3,11.44,0.55,12.5,218,Frame_00218.png
0.57,0.81,0.49,0,0.66,0,0,0,0.71,0.05,-0.31,0,0.41,0.24,-0.84,0,0.05,0,0,0,0.11,0,0,0,0.43,0.28,-0.54,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,852.4,3,0,2.07,11.7,1.55,14.56,219,Frame_00219.png
0.67,0.45,-0.98,0,0.63,0,0,0,0.41,0.91,-0.95,0,0.14,0.77,-0.69,0,0.38,0,0,0,0.87,0,0,0,0.49,0.52,-0.31,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,855.6,3,0,2.27,11.81,1.55,13.27,220,Frame_00220.png
0.59,0.2,-0.55,0,0.73,0.76,-0.42,0,0.54,0.28,0.83,0,0.17,0.34,0.55,0,0.06,0,0,0,0.71,0.96,-0.33,0,0.93,0,0,0,0.98,0,0,0,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,860.2,3,0,2.34,11.74,1.65,12.98,221,Frame_00221.png
1,0,0,0,0.35,0.45,0.62,0,0.12,0.82,-0.69,0,0.99,0.59,0.68,0,0.79,0,0,0,0.07,0,0,0,0.88,0.6,-0.4,0,0.02,0.94,0.61,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,864.2,3,0,2.38,11.82,2,12.13,222,Frame_00222.png
0.97,0,0,0,0.12,0.77,-0.93,0,0.47,0,0,0,0.54,0.17,-0.57,0,0.85,0.4,0.27,0,0.28,0,0,0,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,929.5,3,0,3,11.94,1.35,14.93,223,Frame_00223.png
0.99,0,0,0,0.93,0,0,0,0.16,0.75,0.79,0,0.63,0.6,-0.44,-0.99,0.82,0,0,0,0.35,0.15,-0.78,0,0.36,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,931.8,3,0,3,11.94,1.73,17.76,224,Frame_00224.png
0.47,0.39,-0.68,0,0.05,0.04,-0.53,0,0.03,0,0,0,0.68,0.13,-0.9,0,0.39,0,0,0,0.37,0.51,-0.99,0,0.39,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,933.2,3,0,2.13,11.88,2.65,22.46,225,Frame_00225.png
0.21,0.6,-0.76,0,0.18,0.96,-0.1,0,0.25,0,0,0,0.03,0,0,0,0.63,0,0,0,0.89,0.91,-0.85,0,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,945.7,3,0,3,11.75,0.5,20.11,226,Frame_00226.png
0.41,0.62,-0.84,0,0.53,0.89,-0.71,0,0,0,0.13,0,0.03,0,0,0,0.32,0.64,-0.97,0,0.47,0,0,0,0.99,0,0,0,0.29,0.11,0.93,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,945.8,3,0,3,12,0.65,14.01,227,Frame_00227.png
0.61,0.91,-0.68,0,0.53,0,0,0,0.25,0,0,0,0.42,0.75,-0.81,0,0.08,0.91,0.59,0,0.72,0,0,0,0.08,0.53,0.73,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,968.2,3,0,2.26,11.97,2.95,16.22,228,Frame_00228.png
0.97,0,0,0,0.56,0.95,-0.61,0,0.09,0.06,-0.64,0,0.4,0.55,-0.5,0,0.47,0,0,0,0.81,0,0,0,0.3,0.28,-0.18,0,0.24,0,0,0,0.23,0.7,-0.26,-0.58,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,971,3,0,2.54,11.87,0.9,18.42,229,Frame_00229.png
0.34,0.62,-0.67,0,0.67,0,0,0,0.84,0.81,0.56,0,0.03,0.82,0.21,0,0.29,0,0,0,0.08,0.36,-0.82,0,0.89,0,0,0,0.57,0.1,-0.29,0,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,981.2,3,0,3,11.76,1.05,17.51,230,Frame_00230.png
0.83,0.04,-0.76,0,0.48,0.51,-0.74,0,0.96,0,0,0,0.67,0,0,0,0.71,0,0,0,0.94,0.94,0.38,0,0,0.15,-0.95,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1018.5,3,0,2.19,11.87,1.9,13.3,231,Frame_00231.png
0.95,0,0,0,0.81,0.19,-0.03,0,0.87,0,0,0,0.72,0.27,-0.98,0,0.02,0.36,-0.76,0,0.95,0.67,0.3,0,0.27,0.4,0.19,0,0.4,0.7,0.68,0,0.32,0,0,0,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1263.3,3,0,2.88,11.93,0.15,17.48,232,Frame_00232.png
0.18,0.31,0.35,0,0.72,0,0,0,0.74,0,0,0,0.8,0,0,0,0.23,0.15,0.74,0,0.42,0.32,-0.03,0,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,596.7,4,0,2.66,12,0.15,9.78,233,Frame_00233.png
0.09,0.49,0.61,0,0.67,0,0,0,0.91,0,0,0,0.6,0,0,0,0.95,0,0,0,0.47,0.09,-0.11,-0.33,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,597.8,4,0,2.52,12,0.55,12.96,234,Frame_00234.png
0.11,0.9,0.97,0,0.32,0,0,0,0.41,0,0,0,0.23,0,0,0,0.9,0.62,-0.32,0,0.43,0.07,0.32,0,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,613.5,4,0,2.55,11.94,1.42,9.66,235,Frame_00235.png
0.13,0.79,0.75,0,0.67,0,0,0,0.28,0,0,0,0.41,0,0,0,0.25,0.58,-0.57,0,0.48,0.1,0.51,0,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,618.1,4,0,3,11.66,1.75,9.65,236,Frame_00236.png
0.32,0.83,-0.06,0,0.65,0,0,0,0.09,0,0,0,0.71,0,0,0,0.9,0.11,0.97,0,0.64,0.38,0.09,0,0.38,0.02,0.77,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,619.2,4,0,2.97,11.93,0.3,9.65,237,Frame_00237.png
0.1,0.68,0.31,0,0.69,0,0,0,0.37,0.17,-0.17,0,0.29,0.51,0.79,0,0.11,0,0,0,0.72,0,0,0,0.68,0.46,0.32,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,620.8,4,0,3,11.76,0.85,8.56,238,Frame_00238.png
0.18,0.81,0.13,0,0.04,0.43,0.18,0,0.81,0,0,0,0.56,0,0,0,0.86,0,0,0,0.3,0.42,0.19,0.53,0.83,0,0,0,0.95,0.93,0.23,0,0.75,0.63,0.34,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,670.5,4,0,2.94,11.73,0.65,9.65,239,Frame_00239.png
0.96,0,0,0,0.04,0.3,0.36,0,0.65,0,0,0,0.26,0.58,0.05,0,0.51,0.35,-0.61,0.77,0.11,0,0,0,0.36,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,686.7,4,0,2.29,11.51,0.25,9.96,240,Frame_00240.png
0.81,0.96,-0.45,0,0.77,0.73,-0.44,0,0.38,0.34,-0.23,0,0.06,0,0,0,0.92,0,0,0,0,0,0,0,0.74,0.98,0.32,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,711.3,4,0,2.01,11.9,1.15,10.33,241,Frame_00241.png
0.64,0.25,-0.47,0,0,0.47,-0.48,0,0.03,0,0,0,0.56,0,0,0,0.71,0.76,0.48,0.53,0.48,0.26,0.03,0,0.46,0,0,0,0.03,0,0,0,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,711.7,4,0,2.68,11.65,0.15,9.65,242,Frame_00242.png
0.96,0,0,0,0.99,0,0,0,0.23,0.45,-0.55,0,0.54,0.15,0.01,0,0.05,0.76,-0.89,0,0.62,0,0,0,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,711.9,4,0,2.38,11.69,0.05,12.96,243,Frame_00243.png
0.17,0.56,0.29,0,0.7,0,0,0,0.83,0,0,0,0.13,0.08,-0.55,0,0.6,0.61,0.14,0.89,0.69,0,0,0,0.17,0,0,0,0.8,0.17,-0.73,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,715.8,4,0,2.57,11.94,0.7,12.23,244,Frame_00244.png
0.95,0,0,0,0.8,0.94,-0.91,0,0.62,0.13,-0.04,0,0.12,0.11,0,0,0.96,0,0,0,0.84,0,0,0,0.55,0.13,0.3,0.66,0.87,0,0,0,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,723.6,4,0,2.43,11.85,0.2,8.76,245,Frame_00245.png
0.14,0.47,0.66,0,0.65,0,0,0,0.65,0,0,0,0.23,0,0,0,0.88,0.92,0.1,0,0.08,0.99,0.8,0,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,724.9,4,0,2.49,11.9,0.5,12.96,246,Frame_00246.png
0.25,0.89,0.04,0,0.67,0,0,0,0.07,0.73,-0.43,0,0.64,0.37,0.56,0,0.13,0,0,0,0.74,0.08,0.14,0,0.5,0.42,-0.97,0,0.29,0,0,0,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,731.4,4,0,3,11.73,0.2,10.52,247,Frame_00247.png
1,0,0,0,1,0,0,0,0.75,0.04,0.02,0,0.7,0.66,-0.08,0,0.1,0.89,0.38,0,0.49,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,740,4,0,3,11.74,0.1,12.86,248,Frame_00248.png
0.64,0.29,-0.72,0,0.56,0.58,0.73,0,0.14,0.2,0.66,0,0.96,0,0,0,0.04,0,0,0,0.32,0.67,-0.29,0,0.15,0,0,0,0.79,0.75,-0.45,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,741.6,4,0,2.87,11.96,1.13,10.73,249,Frame_00249.png
0.23,0.9,0.46,0,0.66,0,0,0,0.83,0,0,0,0.88,0.46,0.98,0,0.13,0,0,0,0.87,0.43,-0.62,0,0.23,0.43,0.45,0,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,742,4,0,3,11.98,0.52,11.2,250,Frame_00250.png
0.98,0,0,0,0.32,0.95,0.75,0,0.29,0,0,0,0.44,0,0,0,0.03,0.21,-0.46,0,0.55,0.15,0.51,0,0.8,0.96,-0.55,0,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,743.2,4,0,2.19,11.92,1.77,11.71,251,Frame_00251.png
0.31,0.46,-0.4,0,0.64,0,0,0,0.05,0.45,-0.67,0,0.62,0,0,0,0.45,0.25,-0.91,0,0.55,0,0,0,0.39,0.32,0.11,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750.1,4,0,3,11.57,0.55,11.45,252,Frame_00252.png
0.17,0.1,-0.03,0,0.61,0,0,0,0.09,0.87,-0.42,0,0.56,0,0,0,0.39,0,0,0,0.98,0,0,0,0.37,0.07,-0.94,-0.12,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,754.2,4,0,2.39,12,0.15,14.3,253,Frame_00253.png
0.03,0.87,-0.76,0,0.11,0.46,-0.22,0,0.99,0,0,0,0.23,0.98,-0.2,0,0.3,0,0,0,0.08,0,0,0,0.4,0,0,0,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,762.9,4,0,2.86,11.15,0.6,13.93,254,Frame_00254.png
0.02,0.74,0.83,0,0.22,0.48,0.56,0,0.92,0,0,0,0.44,0,0,0,0.71,0.13,-0.52,0,0.93,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,767.3,4,0,2.62,11.69,2.42,12.96,255,Frame_00255.png
0.24,0.81,-0.63,0,0.53,0,0,0,0.7,0.86,0.88,0.26,0.53,0,0,0,0.18,0,0,0,0.34,0,0,0,0.09,0.01,0.03,0,0.43,0,0,0,0.69,0.96,0.81,0.45,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,771.4,4,0,2.62,11.76,0.15,12.07,256,Frame_00256.png
0.87,0.55,-0.7,0,0.26,0.85,1,0,0.46,0,0,0,0.26,0.82,-0.97,0,0.95,0,0,0,0.13,0,0,0,0.42,0.61,0.16,0,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,772.5,4,0,2.08,11.99,0.8,13.25,257,Frame_00257.png
0.99,0,0,0,0.34,0.24,0.89,0,0.86,0.18,-0.98,0,0.29,0.16,-0.02,0,0.79,0,0,0,0.08,0,0,0,0.95,0.92,0.98,0,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,787,4,0,3,11.62,0.1,14.46,258,Frame_00258.png
0.92,0.43,-0.65,0,0.19,0.51,0.91,0,0.99,0,0,0,0.85,0,0,0,0.16,0.68,0.11,0,0.53,0.38,0.04,0,0.35,0,0,0,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,787.1,4,0,2.62,11.44,0.2,11.82,259,Frame_00259.png
0.55,0.51,0.07,0,0.42,0.79,-0.24,0,0.02,0,0,0,0.01,0,0,0,0.72,0.46,-0.19,0,0.3,0,0,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,787.2,4,0,3,11.71,0.35,13.42,260,Frame_00260.png
0.65,0.3,-0.53,0,0.96,0.87,0.57,0,0.67,0,0,0,0.64,0,0,0,0.65,0.83,-0.32,0,0.33,0,0,0,0.36,0.19,-0.93,0,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,792.3,4,0,3,11.7,1.6,9.65,261,Frame_00261.png
0.49,0.93,-0.81,0,0.97,0,0,0,0.69,0,0,0,0.38,0,0,0,0.62,0.46,0.92,0,0.1,0.71,-0.53,0,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,799.1,4,0,4.47,11.93,2.65,10,262,Frame_00262.png
0.58,0.52,-0.74,0,0.54,0.54,-0.83,0,0.35,0,0,0,0.5,0,0,0,0.17,0.42,-0.12,0,0.41,0,0,0,0.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,801,4,0,3,11.62,0.6,11.1,263,Frame_00263.png
0.15,0.06,0.06,0,0.64,0,0,0,0.33,0.06,-0.71,0,0.02,0,0,0,0.95,0.01,-0.23,0,0.55,0,0,0,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,803.8,4,0,2.58,11.91,0.3,13.33,264,Frame_00264.png
0.97,0,0,0,0.28,0.55,-0.77,0,0.99,0,0,0,0.76,0.77,-0.77,0,0.77,0,0,0,0.5,0.04,0.12,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,806.2,4,0,3,11.88,0.6,15.94,265,Frame_00265.png
0.02,0.55,-0.08,0,0.54,0.97,-0.41,0,0.37,0,0,0,0.11,0.63,-0.54,0,0.13,0.3,-0.72,0,0.83,0,0,0,0.03,0,0,0,0.12,0.14,0.81,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,821.4,4,0,2.15,11.38,0.4,15.01,266,Frame_00266.png
0.19,0.11,0.33,0,0.61,0,0,0,0.83,0,0,0,0.56,0,0,0,0.17,0.81,-0.18,0,0.79,0.76,0.82,0,0.92,0,0,0,0.76,0.15,-0.39,-0.33,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,829,4,0,3,12,0.9,14.82,267,Frame_00267.png
0.11,0.18,0.85,0,0.3,0,0,0,0.91,0.5,0.41,-0.86,0.48,0,0,0,0.42,0.4,-0.51,0,0.59,0,0,0,0.76,0.13,0.45,0,0.55,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,837.3,4,0,2.71,11.72,1.41,14.71,268,Frame_00268.png
0.98,0,0,0,0.63,0.51,-0.77,0,0.42,0.06,0.53,-0.73,0.87,0.01,0.25,0,0.13,0.64,0.11,0,0.18,0,0,0,0.6,0,0,0,0.79,0,0,0,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,849.7,4,0,3,11.98,0.55,11.52,269,Frame_00269.png
0.01,0.05,-0.51,0,0.88,0,0,0,0.82,0,0,0,0.34,0.8,0.48,0,0.1,0,0,0,0.62,0.56,0.71,0,0.97,0.2,-0.07,0,0.47,0.62,-0.7,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,857.5,4,0,2.47,11.69,0.35,13.74,270,Frame_00270.png
0.33,0.64,-0.36,0,0.61,0,0,0,0.32,0,0,0,0.75,0,0,0,0.79,0.46,-0.64,0,0.24,0.26,-0.14,-0.85,0.95,0,0,0,0.19,0.06,-0.83,0,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,860.7,4,0,3,11.81,0.7,16.63,271,Frame_00271.png
0.96,0,0,0,0.65,0.62,-0.43,0,0.86,0.37,-0.88,0,0.51,0.63,-0.4,0,0.95,0,0,0,0.65,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,863.1,4,0,2.43,11.48,2,17.24,272,Frame_00272.png
0.99,0,0,0,0.72,0.96,-0.56,0,0.1,0.73,0.16,0,0.32,0.82,-0.19,0,0.32,0.91,0.59,0,0.73,0,0,0,0.82,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,873.3,4,0,2.33,11.9,0.8,13.6,273,Frame_00273.png
0.99,0,0,0,0.33,0,-0.8,0,0.44,0,0,0,0.75,0.7,0.42,0,0.05,0.13,-0.57,0,0.8,0,0,0,0.97,0,0,0,0.09,0.23,-0.03,-0.17,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,887,4,0,3,12,0.15,12.47,274,Frame_00274.png
0.34,0.63,-0.09,0,0.71,0.37,-0.84,0,0.68,0,0,0,0.99,0,0,0,0.3,0,0,0,0.65,0.58,0.21,0,0.99,0.91,-0.47,0,0.34,0,0,0,0.18,0.55,-0.98,-0.86,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,897.6,4,0,2.49,11.5,0.45,14.56,275,Frame_00275.png
0.49,0.34,-0.32,0,0.22,0,0,0,0.76,0.91,-0.57,0,0.11,0.16,-0.24,0,0.9,0.22,0.3,0,0.92,0,0,0,0.23,0,0,0,0.74,0.31,0.39,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,904,4,0,2.29,11.86,1.2,12.87,276,Frame_00276.png
0.95,0,0,0,0.85,0.02,-0.65,0,0.99,0,0,0,0.89,0,0,0,0.81,0.64,-0.05,0,0.74,0.23,-0.55,0,0.9,0,0,0,0.1,0.36,-0.83,0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,905.3,4,0,3,12,0.25,17.35,277,Frame_00277.png
0.29,0.7,0.04,0,0.67,0,0,0,0.06,0.48,0.62,0,0.25,0,0,0,0.54,0.82,-0.03,0,0.77,0,0,0,0.37,0.25,-0.65,-0.43,0.08,0,0,0,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,910,4,0,3,11.61,0.15,13.25,278,Frame_00278.png
0.21,0.85,0.07,0,0.06,0.05,-0.87,0,0.82,0,0,0,0.26,0.76,-0.37,0.09,0.24,0.56,-0.66,0,0.24,0,0,0,0.01,0,0,0,0.21,0.27,-0.72,0,0.53,0.41,-0.81,0,0.65,0,0,0,0.83,0,0,0,0,0,0,0,0,0,0,0,912.2,4,0,2.33,11.86,0.35,20.03,279,Frame_00279.png
0.98,0,0,0,0.95,0,0,0,0.54,0.36,0.17,0,0.44,0.93,-0.4,0,0.88,0,0,0,0.23,0.61,0.29,0,0.77,0.89,0.14,0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,925.9,4,0,2.47,11.76,0.7,12.96,280,Frame_00280.png
0.18,0.6,0.83,0,0.98,0,0,0,0.88,0.43,-0.92,0,0.31,0,0,0,0.87,0.06,-0.59,-0.64,0.4,0,0,0,0.92,0,0,0,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,953.5,4,0,2.55,12,1.51,20.73,281,Frame_00281.png
0.38,0.76,-0.48,0,0.26,0.57,-0.14,0,0.17,0,0,0,0.98,0,0,0,0.25,0.16,0.19,0,0.29,0,0,0,0.81,0.57,-0.87,0,0.47,0.78,0.84,0,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,956.7,4,0,2.2,11.97,0.7,15.22,282,Frame_00282.png
0.52,0.57,-0.18,0,0.83,0.73,-0.92,0,0.82,0.98,-0.35,0,0.62,0,0,0,0.74,0.73,0.26,0,0.12,0,0,0,0.03,0.54,0.57,0,0.14,0,0,0,0.51,0.49,-0.45,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,974.1,4,0,2.35,11.97,0.9,13.86,283,Frame_00283.png
0.57,0.72,-0.52,0,0.63,0,0,0,0.73,0.63,0.05,0,0.05,0.84,-0.8,0,0.23,0.73,-0.45,0,0.71,0,0,0,0.73,0.07,0.56,0,0.29,0.82,-0.41,0,0.62,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1003.3,4,0,2.62,11.58,0.25,15.97,284,Frame_00284.png
0.94,0.76,-0.63,0,0.9,0,0,0,0.43,0.73,0.17,0,0.94,0.66,-0.14,0,0.1,0,0,0,0.93,0.81,-0.5,-0.75,0.46,0,0,0,0.03,0.65,-0.93,0,0.13,0.56,-0.45,0,0.55,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,1028.5,4,0,3.13,12,0.7,17.42,285,Frame_00285.png
